file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
chair/chair_0782.ply,1_front,1,310.98,4.02,36.02,1.83,13.96,15.63
glass_box/glass_box_0216.ply,4_fronts,4,19.50,3.00,5.50,5.14,4.55,1.10
chair/chair_0943.ply,1_front,1,235.24,10.24,1.96,0.94,4.38,4.17
glass_box/glass_box_0188.ply,4_fronts,4,232.62,7.62,2.55,1.23,3.80,2.76
chair/chair_0227.ply,1_front,1,21.82,0.68,3.29,2.18,2.05,1.07
chair/chair_0472.ply,1_front,1,262.16,14.66,6.85,1.20,7.57,5.52
chair/chair_0342.ply,1_front,1,288.21,4.29,1.21,3.33,2.94,1.28
chair/chair_0371.ply,1_front,1,39.34,5.66,2.08,4.13,3.96,1.47
chair/chair_0216.ply,1_front,1,68.97,1.47,0.80,2.72,1.66,0.79
chair/chair_0978.ply,1_front,1,193.06,9.44,1.70,0.32,3.82,4.01
airplane/airplane_0167.ply,1_front,1,50.47,174.53,6.72,2.25,61.17,80.18
airplane/airplane_0057.ply,1_front,1,66.06,178.56,3.72,39.93,74.07,75.35
bookshelf/bookshelf_0223.ply,1_front,1,166.55,13.45,10.15,175.11,66.24,77.00
wardrobe/wardrobe_0094.ply,1_front,1,314.81,179.81,88.69,176.99,148.50,42.30
bookshelf/bookshelf_0032.ply,2_fronts,2,27.14,83.39,89.78,8.84,60.67,36.74
chair/chair_0045.ply,1_front,1,290.89,1.61,13.00,1.04,5.22,5.51
chair/chair_0459.ply,1_front,1,308.15,6.85,12.24,2.00,7.03,4.19
glass_box/glass_box_0094.ply,4_fronts,4,35.25,26.63,3.83,2.95,11.14,10.96
chair/chair_0437.ply,1_front,1,234.77,9.77,1.36,20.93,10.69,8.01
bench/bench_0091.ply,2_fronts,2,194.61,52.89,47.95,4.11,34.98,21.92
chair/chair_0772.ply,1_front,1,5.31,17.19,12.04,1.22,10.15,6.65
bookshelf/bookshelf_0126.ply,1_front,1,33.57,11.43,4.45,3.06,6.31,3.66
airplane/airplane_0116.ply,1_front,1,271.28,178.72,6.26,67.72,84.23,71.37
bookshelf/bookshelf_0104.ply,2_fronts,2,85.10,83.65,89.58,1.73,58.32,40.09
airplane/airplane_0140.ply,1_front,1,146.31,11.31,7.80,12.70,10.60,2.06
bench/bench_0070.ply,2_fronts,2,173.29,85.46,87.09,2.76,58.44,39.38
bench/bench_0172.ply,2_fronts,2,311.27,78.75,82.99,0.79,54.18,37.79
chair/chair_0480.ply,1_front,1,324.88,9.88,3.53,1.52,4.98,3.56
bookshelf/bookshelf_0272.ply,2_fronts,2,59.27,86.98,87.81,0.15,58.32,41.13
chair/chair_0920.ply,1_front,1,0.78,21.72,20.38,3.52,15.21,8.28
glass_box/glass_box_0213.ply,4_fronts,4,140.55,5.55,6.44,0.40,4.13,2.66
chair/chair_0316.ply,1_front,1,333.55,3.95,6.32,1.46,3.91,1.98
bench/bench_0028.ply,1_front,1,282.65,167.35,14.30,1.45,61.04,75.36
bench/bench_0174.ply,2_fronts,2,102.69,78.75,86.53,2.91,56.06,37.72
chair/chair_0816.ply,1_front,1,250.77,3.27,3.88,1.37,2.84,1.07
chair/chair_0674.ply,1_front,1,262.98,7.02,13.61,0.16,6.93,5.49
chair/chair_0578.ply,1_front,1,282.01,34.51,2.62,5.79,14.31,14.34
chair/chair_0350.ply,1_front,1,238.27,13.27,7.93,2.34,7.85,4.47
bookshelf/bookshelf_0069.ply,1_front,1,175.20,4.80,29.00,168.53,67.44,72.16
bookshelf/bookshelf_0242.ply,2_fronts,2,68.36,79.61,88.86,2.59,57.02,38.67
bench/bench_0124.ply,1_front,1,78.37,169.13,174.74,171.80,171.89,2.29
chair/chair_0474.ply,1_front,1,21.05,1.45,2.22,3.31,2.32,0.76
chair/chair_0167.ply,1_front,1,264.87,5.13,23.32,1.84,10.10,9.45
chair/chair_0866.ply,1_front,1,21.94,21.94,96.95,7.22,42.04,39.29
bookshelf/bookshelf_0273.ply,1_front,1,112.90,0.40,3.34,164.16,55.97,76.51
glass_box/glass_box_0027.ply,4_fronts,4,18.05,43.82,6.78,2.91,17.84,18.44
chair/chair_0959.ply,1_front,1,171.64,8.36,1.05,5.85,5.09,3.03
glass_box/glass_box_0248.ply,4_fronts,4,330.98,23.40,6.93,0.15,10.16,9.76
glass_box/glass_box_0242.ply,4_fronts,4,191.21,45.00,2.47,2.18,16.55,20.12
bathtub/bathtub_0149.ply,2_fronts,2,20.48,80.77,88.68,2.63,57.36,38.83
bench/bench_0142.ply,1_front,1,182.82,177.18,2.60,177.55,119.11,82.39
bench/bench_0108.ply,2_fronts,2,306.48,87.27,80.70,0.70,56.22,39.35
bench/bench_0058.ply,2_fronts,2,24.67,80.92,88.82,2.53,57.42,38.95
bookshelf/bookshelf_0122.ply,1_front,1,24.47,178.03,19.28,11.15,69.49,76.82
bench/bench_0051.ply,2_fronts,2,310.25,4.75,44.93,0.19,16.62,20.11
glass_box/glass_box_0163.ply,4_fronts,4,145.36,44.11,7.15,1.16,17.47,18.99
chair/chair_0797.ply,1_front,1,338.97,1.47,16.05,0.70,6.07,7.06
airplane/airplane_0135.ply,1_front,1,205.08,2.58,0.85,40.82,14.75,18.44
bookshelf/bookshelf_0081.ply,1_front,1,208.41,5.91,7.89,172.39,62.06,78.02
chair/chair_0770.ply,1_front,1,14.31,8.19,1.67,5.88,5.25,2.70
bookshelf/bookshelf_0197.ply,2_fronts,2,29.51,85.76,87.50,3.12,58.80,39.37
glass_box/glass_box_0237.ply,4_fronts,4,236.65,45.00,1.99,0.23,15.74,20.70
wardrobe/wardrobe_0070.ply,2_fronts,2,203.48,45.00,7.38,6.11,19.50,18.04
chair/chair_0281.ply,1_front,1,113.89,1.39,18.55,1.57,7.17,8.05
glass_box/glass_box_0200.ply,4_fronts,4,93.88,43.25,4.72,0.05,16.01,19.36
chair/chair_0806.ply,1_front,1,241.10,16.10,0.85,0.90,5.95,7.18
airplane/airplane_0068.ply,1_front,1,113.11,0.61,1.85,46.11,16.19,21.16
bookshelf/bookshelf_0216.ply,1_front,1,95.62,5.62,5.51,3.56,4.90,0.94
chair/chair_0927.ply,1_front,1,47.12,2.12,13.69,2.56,6.12,5.35
airplane/airplane_0210.ply,1_front,1,232.38,7.38,5.06,35.84,16.09,14.00
airplane/airplane_0181.ply,1_front,1,164.60,7.10,6.00,95.36,36.15,41.87
chair/chair_0826.ply,1_front,1,334.45,176.95,34.89,0.97,70.94,76.23
chair/chair_0217.ply,1_front,1,336.86,0.64,6.10,4.11,3.61,2.26
bathtub/bathtub_0088.ply,2_fronts,2,3.35,78.75,89.90,0.46,56.37,39.80
chair/chair_0127.ply,4_fronts,4,223.62,34.44,88.23,3.60,42.09,34.97
chair/chair_0545.ply,1_front,1,202.68,0.18,9.42,7.51,5.70,3.98
chair/chair_0976.ply,1_front,1,35.99,9.01,12.28,2.47,7.92,4.08
bookshelf/bookshelf_0107.ply,2_fronts,2,193.55,87.70,87.15,1.42,58.76,40.54
chair/chair_0784.ply,1_front,1,182.12,2.12,4.54,3.21,3.29,0.99
chair/chair_0088.ply,1_front,1,47.68,19.82,1.22,3.80,8.28,8.23
bench/bench_0036.ply,2_fronts,2,125.64,88.11,86.90,1.84,58.95,40.39
chair/chair_0283.ply,1_front,1,24.76,2.26,4.99,2.21,3.16,1.30
chair/chair_0685.ply,1_front,1,87.94,2.06,0.57,2.12,1.58,0.72
chair/chair_0095.ply,1_front,1,102.60,77.40,29.69,9.11,38.73,28.61
airplane/airplane_0142.ply,1_front,1,157.75,0.25,5.70,12.84,6.26,5.16
flower_pot/flower_pot_0010.ply,4_fronts,4,195.56,45.00,77.22,1.69,41.30,30.95
bench/bench_0033.ply,2_fronts,2,108.91,82.34,88.22,0.09,56.89,40.23
airplane/airplane_0097.ply,1_front,1,354.19,28.31,159.36,155.85,114.51,60.97
glass_box/glass_box_0250.ply,4_fronts,4,290.56,57.22,46.58,3.73,35.85,23.12
bench/bench_0175.ply,2_fronts,2,190.42,89.17,88.82,2.85,60.28,40.61
bench/bench_0065.ply,1_front,1,240.43,172.93,172.06,158.27,167.76,6.71
bench/bench_0037.ply,2_fronts,2,199.66,81.59,89.01,5.40,58.67,37.79
airplane/airplane_0034.ply,1_front,1,335.43,2.07,7.45,68.49,26.00,30.12
airplane/airplane_0061.ply,1_front,1,37.29,165.21,2.25,15.85,61.10,73.82
bookshelf/bookshelf_0249.ply,1_front,1,316.13,1.13,3.89,1.43,2.15,1.24
airplane/airplane_0076.ply,1_front,1,95.21,174.79,29.94,7.54,70.76,74.13
chair/chair_0899.ply,1_front,1,320.30,5.30,7.07,1.32,4.56,2.40
chair/chair_0851.ply,1_front,1,267.27,2.73,31.06,3.73,12.51,13.12
glass_box/glass_box_0002.ply,4_fronts,4,55.96,45.14,4.63,0.91,16.90,20.03
chair/chair_0176.ply,1_front,1,101.43,11.43,18.44,0.79,10.22,7.25
chair/chair_0228.ply,1_front,1,75.83,14.17,1.06,4.43,6.56,5.56
chair/chair_0234.ply,1_front,1,123.44,11.56,4.54,5.34,7.15,3.14
bathtub/bathtub_0140.ply,2_fronts,2,247.50,78.75,89.75,0.06,56.19,39.94
chair/chair_0082.ply,1_front,1,307.05,7.95,15.09,2.65,8.56,5.10
glass_box/glass_box_0145.ply,4_fronts,4,181.95,34.72,1.59,1.42,12.58,15.66
bathtub/bathtub_0143.ply,2_fronts,2,90.40,78.75,88.54,1.76,56.35,38.81
chair/chair_0067.ply,1_front,1,326.94,10.56,13.00,0.92,8.16,5.22
chair/chair_0509.ply,1_front,1,18.29,4.21,7.82,3.35,5.13,1.94
airplane/airplane_0211.ply,1_front,1,228.34,3.34,7.78,78.64,29.92,34.50
bookshelf/bookshelf_0276.ply,2_fronts,2,298.57,84.82,88.45,1.24,58.17,40.28
bookshelf/bookshelf_0007.ply,1_front,1,15.87,6.63,22.39,6.67,11.90,7.42
chair/chair_0170.ply,1_front,1,120.08,7.58,1.30,0.62,3.17,3.13
bookshelf/bookshelf_0119.ply,1_front,1,47.10,155.40,167.93,44.97,122.77,55.25
bench/bench_0006.ply,2_fronts,2,352.73,86.02,89.46,2.54,59.34,40.19
bench/bench_0103.ply,1_front,1,58.17,9.33,20.23,171.14,66.90,73.84
glass_box/glass_box_0205.ply,4_fronts,4,159.06,1.56,5.32,1.98,2.95,1.68
bench/bench_0048.ply,1_front,1,254.04,15.96,19.39,179.10,71.48,76.11
glass_box/glass_box_0110.ply,4_fronts,4,201.93,39.38,6.92,2.68,16.32,16.39
wardrobe/wardrobe_0072.ply,2_fronts,2,40.27,83.48,38.86,5.47,42.60,31.95
glass_box/glass_box_0132.ply,4_fronts,4,340.22,2.72,0.29,3.46,2.16,1.35
bookshelf/bookshelf_0135.ply,2_fronts,2,248.77,78.75,89.87,11.33,59.98,34.70
bookshelf/bookshelf_0137.ply,1_front,1,53.66,8.66,2.63,10.81,7.37,3.46
chair/chair_0606.ply,1_front,1,12.97,9.53,11.41,5.81,8.91,2.33
chair/chair_0671.ply,1_front,1,132.92,24.58,41.35,16.84,27.59,10.23
chair/chair_0725.ply,1_front,1,198.91,3.59,4.13,1.71,3.15,1.04
chair/chair_0203.ply,1_front,1,154.72,2.78,7.42,12.25,7.48,3.87
glass_box/glass_box_0149.ply,4_fronts,4,15.06,24.32,2.77,3.74,10.27,9.94
glass_box/glass_box_0044.ply,4_fronts,4,131.27,3.73,0.70,0.47,1.63,1.48
wardrobe/wardrobe_0008.ply,1_front,1,335.91,20.91,7.61,2.48,10.33,7.77
chair/chair_0069.ply,1_front,1,349.99,10.01,14.89,1.87,8.92,5.37
chair/chair_0603.ply,1_front,1,14.36,8.14,5.95,1.88,5.32,2.59
chair/chair_0153.ply,1_front,1,128.81,6.19,41.07,1.49,16.25,17.65
bookshelf/bookshelf_0152.ply,1_front,1,245.54,1.96,1.23,178.05,60.41,83.18
bookshelf/bookshelf_0187.ply,2_fronts,2,240.10,78.75,78.25,1.90,52.97,36.11
chair/chair_0035.ply,1_front,1,127.32,7.68,6.99,3.87,6.18,1.66
bench/bench_0009.ply,2_fronts,2,201.56,78.75,87.67,2.14,56.19,38.39
chair/chair_0544.ply,1_front,1,314.90,0.10,25.95,0.12,8.72,12.18
chair/chair_0807.ply,1_front,1,350.58,9.42,1.11,2.17,4.23,3.69
bookshelf/bookshelf_0190.ply,2_fronts,2,269.81,78.75,89.86,13.80,60.80,33.54
bookshelf/bookshelf_0026.ply,2_fronts,2,333.27,82.98,85.47,4.42,57.62,37.63
chair/chair_0931.ply,1_front,1,85.23,4.77,1.77,4.18,3.57,1.30
bathtub/bathtub_0058.ply,2_fronts,2,58.50,87.75,87.36,2.54,59.22,40.08
chair/chair_0175.ply,1_front,1,287.96,17.96,12.71,2.22,10.96,6.54
chair/chair_0932.ply,1_front,1,63.74,3.76,8.76,19.30,10.61,6.48
airplane/airplane_0187.ply,1_front,1,148.43,13.43,27.69,7.51,16.21,8.47
chair/chair_0868.ply,1_front,1,64.57,19.57,18.24,2.53,13.45,7.74
airplane/airplane_0093.ply,1_front,1,332.82,4.68,9.87,76.13,30.23,32.53
bathtub/bathtub_0114.ply,1_front,1,281.66,11.66,44.73,178.56,78.32,72.16
bookshelf/bookshelf_0188.ply,1_front,1,148.22,9.28,0.76,179.14,63.06,82.15
chair/chair_0689.ply,1_front,1,241.17,16.17,6.19,0.53,7.63,6.46
chair/chair_0209.ply,1_front,1,264.62,5.38,0.64,1.88,2.63,2.01
chair/chair_0414.ply,1_front,1,89.34,0.66,22.24,3.55,8.82,9.57
glass_box/glass_box_0238.ply,4_fronts,4,57.31,43.94,2.69,1.47,16.03,19.74
bookshelf/bookshelf_0014.ply,1_front,1,252.46,4.96,19.11,172.49,65.52,75.86
chair/chair_0373.ply,1_front,1,137.72,177.28,16.22,2.74,65.42,79.29
wardrobe/wardrobe_0073.ply,2_fronts,2,13.94,8.56,45.24,0.66,18.15,19.42
chair/chair_0290.ply,1_front,1,169.45,10.55,1.92,3.31,5.26,3.79
chair/chair_0617.ply,1_front,1,71.85,4.35,15.93,13.44,11.24,4.98
wardrobe/wardrobe_0084.ply,2_fronts,2,330.64,85.61,84.87,4.73,58.40,37.95
airplane/airplane_0217.ply,1_front,1,125.88,170.88,12.02,27.29,70.06,71.56
bench/bench_0168.ply,2_fronts,2,295.39,78.75,81.01,1.25,53.67,37.08
wardrobe/wardrobe_0055.ply,1_front,1,313.68,1.32,3.12,110.09,38.18,50.86
chair/chair_0322.ply,1_front,1,80.25,12.75,24.35,7.79,14.96,6.94
bathtub/bathtub_0018.ply,2_fronts,2,237.61,88.64,89.08,2.99,60.23,40.48
chair/chair_0754.ply,1_front,1,143.45,8.45,14.05,14.78,12.42,2.83
chair/chair_0054.ply,1_front,1,100.30,12.20,7.92,4.42,8.18,3.18
