file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
glass_box/glass_box_0027.ply,4_fronts,4,18.05,43.82,3.56,3.83,17.07,18.92
chair/chair_0959.ply,1_front,1,171.64,8.36,6.00,7.51,7.29,0.98
glass_box/glass_box_0248.ply,4_fronts,4,330.98,45.00,3.83,0.02,16.28,20.36
glass_box/glass_box_0242.ply,4_fronts,4,191.21,45.00,1.56,1.75,16.10,20.43
bathtub/bathtub_0149.ply,2_fronts,2,20.48,80.77,87.37,2.84,57.00,38.39
bench/bench_0142.ply,1_front,1,182.82,177.18,10.05,176.90,121.38,78.72
bench/bench_0108.ply,2_fronts,2,306.48,8.52,88.70,1.31,32.84,39.61
bench/bench_0058.ply,2_fronts,2,24.67,80.92,88.69,2.13,57.25,39.10
bookshelf/bookshelf_0122.ply,1_front,1,24.47,178.03,15.63,8.71,67.46,78.24
bench/bench_0051.ply,2_fronts,2,310.25,4.75,44.27,0.99,16.67,19.57
glass_box/glass_box_0163.ply,4_fronts,4,145.36,44.11,12.81,1.34,19.42,18.08
chair/chair_0797.ply,1_front,1,338.97,1.47,17.57,1.51,6.85,7.58
airplane/airplane_0135.ply,1_front,1,205.08,2.58,8.09,61.89,24.19,26.75
bookshelf/bookshelf_0081.ply,1_front,1,208.41,5.91,2.96,171.42,60.10,78.73
chair/chair_0770.ply,1_front,1,14.31,8.19,1.03,4.40,4.54,2.92
bookshelf/bookshelf_0197.ply,2_fronts,2,29.51,85.76,86.55,5.35,59.22,38.09
glass_box/glass_box_0237.ply,4_fronts,4,236.65,45.00,0.84,0.38,15.41,20.93
wardrobe/wardrobe_0070.ply,2_fronts,2,203.48,45.00,6.41,5.71,19.04,18.36
chair/chair_0281.ply,1_front,1,113.89,1.39,14.23,3.67,6.43,5.59
glass_box/glass_box_0200.ply,4_fronts,4,93.88,3.88,5.28,1.01,3.39,1.78
chair/chair_0806.ply,1_front,1,241.10,16.10,8.40,31.58,18.69,9.64
airplane/airplane_0068.ply,1_front,1,113.11,0.61,6.27,73.37,26.75,33.05
bookshelf/bookshelf_0216.ply,1_front,1,95.62,5.62,13.90,3.48,7.67,4.49
chair/chair_0927.ply,1_front,1,47.12,2.12,3.75,0.29,2.05,1.41
airplane/airplane_0210.ply,1_front,1,232.38,7.38,5.70,77.94,30.34,33.66
airplane/airplane_0181.ply,1_front,1,164.60,7.10,1.10,86.49,31.56,38.92
chair/chair_0826.ply,1_front,1,334.45,154.45,68.14,5.23,75.94,61.17
chair/chair_0217.ply,1_front,1,336.86,0.64,9.28,2.77,4.23,3.68
bathtub/bathtub_0088.ply,2_fronts,2,3.35,78.75,89.51,1.14,56.47,39.37
chair/chair_0127.ply,4_fronts,4,223.62,67.50,88.88,2.18,52.85,36.88
chair/chair_0545.ply,1_front,1,202.68,0.18,14.29,7.86,7.44,5.77
chair/chair_0976.ply,1_front,1,35.99,9.01,8.94,2.86,6.94,2.88
bookshelf/bookshelf_0107.ply,2_fronts,2,193.55,87.70,88.59,4.63,60.31,39.37
chair/chair_0784.ply,1_front,1,182.12,2.12,11.18,0.52,4.61,4.69
chair/chair_0088.ply,1_front,1,47.68,19.82,0.84,4.23,8.30,8.26
bench/bench_0036.ply,2_fronts,2,125.64,88.11,89.21,2.78,60.03,40.48
chair/chair_0283.ply,1_front,1,24.76,177.74,4.35,0.20,60.76,82.73
chair/chair_0685.ply,1_front,1,87.94,2.06,1.69,3.16,2.30,0.62
chair/chair_0095.ply,1_front,1,102.60,77.40,25.21,8.57,37.06,29.32
airplane/airplane_0142.ply,1_front,1,157.75,0.25,0.65,31.63,10.84,14.70
flower_pot/flower_pot_0010.ply,4_fronts,4,195.56,46.32,7.42,1.71,18.48,19.82
bench/bench_0033.ply,2_fronts,2,108.91,82.34,89.78,0.78,57.64,40.32
airplane/airplane_0097.ply,1_front,1,354.19,28.31,158.59,173.07,119.99,65.09
glass_box/glass_box_0250.ply,4_fronts,4,290.56,56.25,59.76,2.42,39.48,26.24
bench/bench_0175.ply,2_fronts,2,190.42,89.17,89.17,1.90,60.08,41.14
bench/bench_0065.ply,1_front,1,240.43,7.07,176.19,166.21,116.49,77.48
bench/bench_0037.ply,2_fronts,2,199.66,78.75,89.39,3.94,57.36,38.02
airplane/airplane_0034.ply,1_front,1,335.43,2.07,3.43,39.42,14.97,17.29
airplane/airplane_0061.ply,1_front,1,37.29,165.21,1.81,14.92,60.65,74.13
bookshelf/bookshelf_0249.ply,1_front,1,316.13,1.13,7.13,1.82,3.36,2.68
airplane/airplane_0076.ply,1_front,1,95.21,174.79,117.37,29.57,107.24,59.72
chair/chair_0899.ply,1_front,1,320.30,5.30,6.66,0.51,4.16,2.64
chair/chair_0851.ply,1_front,1,267.27,2.73,11.70,0.68,5.04,4.79
glass_box/glass_box_0002.ply,4_fronts,4,55.96,45.14,2.94,0.63,16.24,20.46
chair/chair_0176.ply,1_front,1,101.43,11.43,19.85,1.14,10.81,7.65
chair/chair_0228.ply,1_front,1,75.83,14.17,5.49,5.71,8.46,4.04
chair/chair_0234.ply,1_front,1,123.44,10.94,7.91,4.57,7.81,2.60
bathtub/bathtub_0140.ply,2_fronts,2,247.50,78.75,89.34,5.43,57.84,37.31
chair/chair_0082.ply,1_front,1,307.05,7.95,14.35,0.91,7.74,5.49
glass_box/glass_box_0145.ply,4_fronts,4,181.95,57.22,2.54,0.05,19.94,26.38
bathtub/bathtub_0143.ply,2_fronts,2,90.40,78.75,88.65,0.25,55.88,39.55
chair/chair_0067.ply,1_front,1,326.94,10.56,3.24,2.31,5.37,3.69
chair/chair_0509.ply,1_front,1,18.29,175.79,7.30,7.55,63.55,79.37
airplane/airplane_0211.ply,1_front,1,228.34,3.34,3.60,139.46,48.80,64.10
bookshelf/bookshelf_0276.ply,2_fronts,2,298.57,84.82,87.43,1.43,57.89,39.94
bookshelf/bookshelf_0007.ply,1_front,1,15.87,173.37,11.12,14.07,66.19,75.80
chair/chair_0170.ply,1_front,1,120.08,7.58,4.74,0.71,4.34,2.82
bookshelf/bookshelf_0119.ply,1_front,1,47.10,177.90,124.06,29.62,110.53,61.29
bench/bench_0006.ply,2_fronts,2,352.73,86.02,87.82,2.38,58.74,39.86
bench/bench_0103.ply,1_front,1,58.17,9.33,2.23,173.87,61.81,79.29
glass_box/glass_box_0205.ply,4_fronts,4,159.06,1.56,1.33,1.92,1.60,0.24
bench/bench_0048.ply,1_front,1,254.04,6.54,2.83,179.26,62.88,82.31
glass_box/glass_box_0110.ply,4_fronts,4,201.93,45.29,44.15,3.15,30.86,19.60
wardrobe/wardrobe_0072.ply,2_fronts,2,40.27,83.48,41.90,7.54,44.31,31.05
glass_box/glass_box_0132.ply,4_fronts,4,340.22,2.72,4.47,2.11,3.10,1.00
bookshelf/bookshelf_0135.ply,2_fronts,2,248.77,78.75,88.63,87.98,85.12,4.51
bookshelf/bookshelf_0137.ply,1_front,1,53.66,8.66,11.37,9.04,9.69,1.20
chair/chair_0606.ply,1_front,1,12.97,9.53,7.57,3.08,6.73,2.70
chair/chair_0671.ply,1_front,1,132.92,24.58,5.55,29.81,19.98,10.43
chair/chair_0725.ply,1_front,1,198.91,3.59,1.21,1.15,1.99,1.14
chair/chair_0203.ply,1_front,1,154.72,2.78,6.53,5.62,4.98,1.60
glass_box/glass_box_0149.ply,4_fronts,4,15.06,24.32,1.81,3.00,9.71,10.34
glass_box/glass_box_0044.ply,4_fronts,4,131.27,43.10,2.34,0.69,15.38,19.62
wardrobe/wardrobe_0008.ply,1_front,1,335.91,1.59,0.94,1.29,1.27,0.26
chair/chair_0069.ply,1_front,1,349.99,10.01,3.12,4.01,5.71,3.06
chair/chair_0603.ply,1_front,1,14.36,8.14,16.11,3.25,9.17,5.30
chair/chair_0153.ply,1_front,1,128.81,16.31,52.82,18.23,29.12,16.78
bookshelf/bookshelf_0152.ply,1_front,1,245.54,1.96,16.74,175.86,64.85,78.73
bookshelf/bookshelf_0187.ply,2_fronts,2,240.10,78.75,89.95,0.59,56.43,39.75
chair/chair_0035.ply,1_front,1,127.32,14.82,2.63,1.54,6.33,6.02
bench/bench_0009.ply,2_fronts,2,201.56,78.75,89.47,0.19,56.14,39.80
chair/chair_0544.ply,1_front,1,314.90,0.10,38.79,0.12,13.01,18.24
chair/chair_0807.ply,1_front,1,350.58,9.42,6.42,0.89,5.58,3.53
bookshelf/bookshelf_0190.ply,2_fronts,2,269.81,78.75,87.88,0.05,55.56,39.43
bookshelf/bookshelf_0026.ply,2_fronts,2,333.27,82.98,89.00,4.85,58.94,38.33
chair/chair_0931.ply,1_front,1,85.23,4.77,12.81,1.12,6.23,4.88
bathtub/bathtub_0058.ply,2_fronts,2,58.50,87.75,87.93,7.40,61.02,37.92
chair/chair_0175.ply,1_front,1,287.96,4.54,15.50,0.56,6.87,6.32
chair/chair_0932.ply,1_front,1,63.74,3.76,13.25,7.07,8.03,3.93
airplane/airplane_0187.ply,1_front,1,148.43,13.43,22.42,34.55,23.46,8.65
chair/chair_0868.ply,1_front,1,64.57,2.93,10.76,3.07,5.59,3.66
airplane/airplane_0093.ply,1_front,1,332.82,4.68,8.57,76.89,30.05,33.16
bathtub/bathtub_0114.ply,1_front,1,281.66,11.66,37.35,172.80,73.94,70.69
bookshelf/bookshelf_0188.ply,1_front,1,148.22,9.28,8.65,178.98,65.64,80.14
chair/chair_0689.ply,1_front,1,241.17,6.33,1.84,1.15,3.11,2.30
chair/chair_0209.ply,1_front,1,264.62,17.12,8.86,0.72,8.90,6.69
chair/chair_0414.ply,1_front,1,89.34,0.66,5.35,3.39,3.13,1.92
glass_box/glass_box_0238.ply,4_fronts,4,57.31,28.13,1.31,1.13,10.19,12.68
bookshelf/bookshelf_0014.ply,1_front,1,252.46,4.96,20.55,172.76,66.09,75.69
chair/chair_0373.ply,1_front,1,137.72,160.22,20.49,5.60,62.10,69.64
wardrobe/wardrobe_0073.ply,2_fronts,2,13.94,87.31,50.01,0.05,45.79,35.75
chair/chair_0290.ply,1_front,1,169.45,10.55,2.90,3.07,5.51,3.57
chair/chair_0617.ply,1_front,1,71.85,175.65,2.80,11.46,63.30,79.52
wardrobe/wardrobe_0084.ply,2_fronts,2,330.64,85.61,82.00,2.45,56.68,38.38
airplane/airplane_0217.ply,1_front,1,125.88,170.88,6.98,29.83,69.23,72.48
bench/bench_0168.ply,2_fronts,2,295.39,78.75,87.22,1.78,55.92,38.44
wardrobe/wardrobe_0055.ply,1_front,1,313.68,21.18,4.30,116.19,47.22,49.25
chair/chair_0322.ply,1_front,1,80.25,12.75,17.79,7.78,12.77,4.09
bathtub/bathtub_0018.ply,2_fronts,2,237.61,88.64,88.06,4.61,60.44,39.47
chair/chair_0754.ply,1_front,1,143.45,30.95,8.46,18.10,19.17,9.21
chair/chair_0054.ply,1_front,1,100.30,12.20,14.93,0.56,9.23,6.23
