file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
bookshelf/bookshelf_0007.ply,1_front,1,15.87,173.37,9.84,10.59,64.60,76.91
chair/chair_0170.ply,1_front,1,120.08,7.58,8.03,2.47,6.03,2.52
bookshelf/bookshelf_0119.ply,1_front,1,47.10,177.90,61.30,40.40,93.20,60.50
bench/bench_0006.ply,2_fronts,2,352.73,86.02,89.69,0.05,58.59,41.42
bench/bench_0103.ply,1_front,1,58.17,9.33,16.94,146.10,57.46,62.76
glass_box/glass_box_0205.ply,4_fronts,4,159.06,1.56,1.93,1.23,1.57,0.29
bench/bench_0048.ply,1_front,1,254.04,6.54,8.54,175.39,63.49,79.13
glass_box/glass_box_0110.ply,4_fronts,4,201.93,45.29,23.63,3.33,24.08,17.13
wardrobe/wardrobe_0072.ply,2_fronts,2,40.27,83.48,44.29,3.78,43.85,32.54
glass_box/glass_box_0132.ply,4_fronts,4,340.22,19.59,2.18,2.98,8.25,8.03
bookshelf/bookshelf_0135.ply,2_fronts,2,248.77,78.75,89.86,83.82,84.14,4.54
bookshelf/bookshelf_0137.ply,1_front,1,53.66,8.66,2.52,10.16,7.11,3.31
chair/chair_0606.ply,1_front,1,12.97,9.53,5.19,6.64,7.12,1.80
chair/chair_0671.ply,1_front,1,132.92,2.08,7.54,11.91,7.18,4.02
chair/chair_0725.ply,1_front,1,198.91,3.59,4.98,0.29,2.96,1.97
chair/chair_0203.ply,1_front,1,154.72,2.78,8.59,2.22,4.53,2.88
glass_box/glass_box_0149.ply,4_fronts,4,15.06,45.00,1.06,4.69,16.92,19.91
glass_box/glass_box_0044.ply,4_fronts,4,131.27,3.73,1.21,0.20,1.71,1.48
wardrobe/wardrobe_0008.ply,1_front,1,335.91,1.59,1.90,1.65,1.71,0.13
chair/chair_0069.ply,1_front,1,349.99,10.01,7.18,2.74,6.64,2.99
chair/chair_0603.ply,1_front,1,14.36,8.14,6.98,3.32,6.15,2.05
chair/chair_0153.ply,1_front,1,128.81,16.31,63.26,1.18,26.91,26.43
bookshelf/bookshelf_0152.ply,1_front,1,245.54,1.96,13.45,174.53,63.31,78.78
bookshelf/bookshelf_0187.ply,2_fronts,2,240.10,78.75,85.65,2.32,55.58,37.76
chair/chair_0035.ply,1_front,1,127.32,7.68,7.81,0.01,5.16,3.65
bench/bench_0009.ply,2_fronts,2,201.56,78.75,89.80,1.35,56.63,39.35
chair/chair_0544.ply,1_front,1,314.90,0.10,13.00,0.08,4.40,6.09
chair/chair_0807.ply,1_front,1,350.58,9.42,8.52,3.20,7.05,2.74
bookshelf/bookshelf_0190.ply,2_fronts,2,269.81,78.75,88.31,13.30,60.12,33.34
bookshelf/bookshelf_0026.ply,2_fronts,2,333.27,82.98,89.80,6.36,59.71,37.83
chair/chair_0931.ply,1_front,1,85.23,4.77,6.49,2.70,4.65,1.55
bathtub/bathtub_0058.ply,2_fronts,2,58.50,87.75,88.35,1.79,59.30,40.67
chair/chair_0175.ply,1_front,1,287.96,4.54,10.15,0.72,5.14,3.87
chair/chair_0932.ply,1_front,1,63.74,26.26,1.99,10.95,13.07,10.02
airplane/airplane_0187.ply,1_front,1,148.43,13.43,21.06,106.98,47.15,42.42
chair/chair_0868.ply,1_front,1,64.57,2.93,13.53,2.81,6.42,5.03
airplane/airplane_0093.ply,1_front,1,332.82,4.68,13.64,73.57,30.63,30.58
bathtub/bathtub_0114.ply,1_front,1,281.66,11.66,53.41,176.57,80.54,70.00
bookshelf/bookshelf_0188.ply,1_front,1,148.22,9.28,10.43,171.50,63.74,76.20
chair/chair_0689.ply,1_front,1,241.17,16.17,7.95,0.45,8.19,6.42
chair/chair_0209.ply,1_front,1,264.62,17.12,9.03,2.71,9.62,5.90
chair/chair_0414.ply,1_front,1,89.34,0.66,6.63,1.69,2.99,2.61
glass_box/glass_box_0238.ply,4_fronts,4,57.31,28.12,0.81,1.73,10.22,12.66
bookshelf/bookshelf_0014.ply,1_front,1,252.46,4.96,22.21,177.48,68.22,77.58
chair/chair_0373.ply,1_front,1,137.72,160.22,18.90,5.26,61.46,70.05
wardrobe/wardrobe_0073.ply,2_fronts,2,13.94,8.56,51.77,2.31,20.88,21.99
chair/chair_0290.ply,1_front,1,169.45,10.55,3.06,3.63,5.75,3.40
chair/chair_0617.ply,1_front,1,71.85,4.35,5.83,23.06,11.08,8.49
wardrobe/wardrobe_0084.ply,2_fronts,2,330.64,45.00,47.72,0.40,31.04,21.69
airplane/airplane_0217.ply,1_front,1,125.88,170.88,1.37,27.37,66.54,74.54
bench/bench_0168.ply,2_fronts,2,295.39,78.75,89.80,0.92,56.49,39.55
wardrobe/wardrobe_0055.ply,1_front,1,313.68,21.18,5.42,154.55,60.38,66.90
chair/chair_0322.ply,1_front,1,80.25,12.75,14.09,12.89,13.24,0.60
bathtub/bathtub_0018.ply,2_fronts,2,237.61,78.75,86.67,1.90,55.77,38.23
chair/chair_0754.ply,1_front,1,143.45,30.95,5.65,15.00,17.20,10.44
chair/chair_0054.ply,1_front,1,100.30,12.20,2.25,1.38,5.28,4.91
