file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
airplane/airplane_0167.ply,1_front,1,50.47,174.53,4.20,8.77,62.50,79.24
airplane/airplane_0057.ply,1_front,1,66.06,178.56,1.75,25.96,68.76,78.27
bookshelf/bookshelf_0223.ply,1_front,1,166.55,13.45,24.60,173.91,70.65,73.16
wardrobe/wardrobe_0094.ply,1_front,1,314.81,89.81,87.77,176.71,118.10,41.45
bookshelf/bookshelf_0032.ply,2_fronts,2,27.14,83.39,89.72,4.29,59.13,38.86
chair/chair_0045.ply,1_front,1,290.89,1.61,8.24,1.62,3.82,3.12
chair/chair_0459.ply,1_front,1,308.15,6.85,10.70,2.64,6.73,3.29
glass_box/glass_box_0094.ply,4_fronts,4,35.25,26.63,11.83,1.74,13.40,10.22
chair/chair_0437.ply,1_front,1,234.77,9.77,0.62,0.36,3.58,4.38
bench/bench_0091.ply,2_fronts,2,194.61,52.89,44.98,3.84,33.90,21.50
chair/chair_0772.ply,1_front,1,5.31,17.19,5.69,0.92,7.94,6.83
bookshelf/bookshelf_0126.ply,1_front,1,33.57,168.93,5.09,4.51,59.51,77.37
airplane/airplane_0116.ply,1_front,1,271.28,178.72,0.42,116.63,98.59,73.90
bookshelf/bookshelf_0104.ply,2_fronts,2,85.10,83.65,88.97,0.84,57.82,40.35
airplane/airplane_0140.ply,1_front,1,146.31,11.31,6.85,19.98,12.71,5.45
bench/bench_0070.ply,2_fronts,2,173.29,85.46,87.94,0.23,57.88,40.78
bench/bench_0172.ply,2_fronts,2,311.27,78.75,86.59,0.70,55.35,38.77
chair/chair_0480.ply,1_front,1,324.88,9.88,14.50,3.56,9.31,4.49
bookshelf/bookshelf_0272.ply,2_fronts,2,59.27,86.98,89.45,1.45,59.29,40.91
chair/chair_0920.ply,1_front,1,0.78,21.72,34.58,1.52,19.27,13.61
glass_box/glass_box_0213.ply,4_fronts,4,140.55,5.55,1.80,0.97,2.77,1.99
chair/chair_0316.ply,1_front,1,333.55,3.95,9.41,0.69,4.69,3.60
bench/bench_0028.ply,1_front,1,282.65,167.35,8.20,2.46,59.34,76.41
bench/bench_0174.ply,2_fronts,2,102.69,78.75,89.32,0.42,56.16,39.65
chair/chair_0816.ply,1_front,1,250.77,3.27,28.07,0.89,10.74,12.29
chair/chair_0674.ply,1_front,1,262.98,7.02,15.01,0.69,7.57,5.86
chair/chair_0578.ply,1_front,1,282.01,34.51,5.65,16.98,19.05,11.87
chair/chair_0350.ply,1_front,1,238.27,13.27,3.37,4.89,7.18,4.35
bookshelf/bookshelf_0069.ply,1_front,1,175.20,4.80,21.49,157.39,61.23,68.34
bookshelf/bookshelf_0242.ply,2_fronts,2,68.36,79.61,88.72,2.81,57.05,38.53
bench/bench_0124.ply,1_front,1,78.37,168.37,169.75,173.66,170.60,2.24
chair/chair_0474.ply,1_front,1,21.05,1.45,7.09,3.88,4.14,2.31
chair/chair_0167.ply,1_front,1,264.87,5.13,7.67,1.56,4.79,2.51
chair/chair_0866.ply,1_front,1,21.94,0.56,14.79,5.62,6.99,5.89
bookshelf/bookshelf_0273.ply,1_front,1,112.90,0.40,4.36,179.31,61.36,83.42
glass_box/glass_box_0027.ply,4_fronts,4,18.05,21.32,4.38,4.66,10.12,7.92
chair/chair_0959.ply,1_front,1,171.64,8.36,13.61,7.40,9.79,2.73
glass_box/glass_box_0248.ply,4_fronts,4,330.98,28.12,1.36,1.40,10.30,12.61
glass_box/glass_box_0242.ply,4_fronts,4,191.21,28.17,1.42,2.25,10.61,12.42
bathtub/bathtub_0149.ply,2_fronts,2,20.48,80.77,88.40,1.81,56.99,39.14
bench/bench_0142.ply,1_front,1,182.82,177.18,2.69,178.77,119.55,82.63
bench/bench_0108.ply,2_fronts,2,306.48,8.52,87.93,0.85,32.43,39.37
bench/bench_0058.ply,2_fronts,2,24.67,80.92,90.00,1.54,57.49,39.73
bookshelf/bookshelf_0122.ply,1_front,1,24.47,178.03,20.12,8.97,69.04,77.21
bench/bench_0051.ply,2_fronts,2,310.25,4.75,30.02,0.77,11.85,12.95
glass_box/glass_box_0163.ply,4_fronts,4,145.36,44.11,4.89,2.41,17.14,19.10
chair/chair_0797.ply,1_front,1,338.97,1.47,20.00,1.86,7.78,8.64
airplane/airplane_0135.ply,1_front,1,205.08,2.58,6.74,18.22,9.18,6.61
bookshelf/bookshelf_0081.ply,1_front,1,208.41,5.91,4.68,169.51,60.03,77.41
chair/chair_0770.ply,1_front,1,14.31,8.19,1.57,2.19,3.99,2.99
bookshelf/bookshelf_0197.ply,2_fronts,2,29.51,15.49,86.40,1.81,34.57,37.08
glass_box/glass_box_0237.ply,4_fronts,4,236.65,45.00,7.42,1.83,18.09,19.17
wardrobe/wardrobe_0070.ply,2_fronts,2,203.48,45.00,8.09,5.40,19.50,18.07
chair/chair_0281.ply,1_front,1,113.89,1.39,41.47,8.59,17.15,17.45
glass_box/glass_box_0200.ply,4_fronts,4,93.88,3.88,2.16,0.02,2.02,1.58
chair/chair_0806.ply,1_front,1,241.10,16.10,5.43,7.72,9.75,4.59
airplane/airplane_0068.ply,1_front,1,113.11,0.61,10.74,65.84,25.73,28.66
bookshelf/bookshelf_0216.ply,1_front,1,95.62,16.88,5.07,0.65,7.53,6.85
chair/chair_0927.ply,1_front,1,47.12,2.12,1.71,1.06,1.63,0.44
airplane/airplane_0210.ply,1_front,1,232.38,7.38,11.92,74.68,31.33,30.71
airplane/airplane_0181.ply,1_front,1,164.60,7.10,2.40,91.05,33.52,40.73
chair/chair_0826.ply,1_front,1,334.45,176.95,74.88,0.77,84.20,72.23
chair/chair_0217.ply,1_front,1,336.86,0.64,4.96,4.69,3.43,1.98
bathtub/bathtub_0088.ply,2_fronts,2,3.35,82.10,89.48,1.68,57.76,39.76
chair/chair_0127.ply,4_fronts,4,223.62,67.50,89.69,3.73,53.64,36.44
chair/chair_0545.ply,1_front,1,202.68,0.18,7.10,6.30,4.53,3.09
chair/chair_0976.ply,1_front,1,35.99,9.01,10.31,0.17,6.49,4.50
bookshelf/bookshelf_0107.ply,2_fronts,2,193.55,87.70,89.70,5.59,60.99,39.19
chair/chair_0784.ply,1_front,1,182.12,2.12,8.45,2.12,4.23,2.98
chair/chair_0088.ply,1_front,1,47.68,19.82,4.93,2.78,9.18,7.57
bench/bench_0036.ply,2_fronts,2,125.64,88.11,89.89,0.68,59.56,41.64
chair/chair_0283.ply,1_front,1,24.76,177.74,1.02,1.10,59.95,83.28
chair/chair_0685.ply,1_front,1,87.94,2.06,0.65,0.97,1.23,0.60
chair/chair_0095.ply,1_front,1,102.60,99.90,67.38,6.09,57.79,38.90
airplane/airplane_0142.ply,1_front,1,157.75,0.25,2.57,11.16,4.66,4.69
flower_pot/flower_pot_0010.ply,4_fronts,4,195.56,45.00,68.46,2.41,38.62,27.34
bench/bench_0033.ply,2_fronts,2,108.91,82.34,89.72,1.60,57.89,39.91
airplane/airplane_0097.ply,1_front,1,354.19,28.31,148.31,164.35,113.66,60.70
glass_box/glass_box_0250.ply,4_fronts,4,290.56,57.22,80.48,6.43,48.04,30.92
bench/bench_0175.ply,2_fronts,2,190.42,89.17,88.60,3.41,60.39,40.29
bench/bench_0065.ply,1_front,1,240.43,7.07,167.71,158.22,111.00,73.59
bench/bench_0037.ply,2_fronts,2,199.66,78.75,88.53,3.99,57.09,37.76
airplane/airplane_0034.ply,1_front,1,335.43,2.07,0.38,64.84,22.43,30.00
airplane/airplane_0061.ply,1_front,1,37.29,165.21,2.94,31.71,66.62,70.70
bookshelf/bookshelf_0249.ply,1_front,1,316.13,1.13,4.87,0.60,2.20,1.90
airplane/airplane_0076.ply,1_front,1,95.21,174.79,45.50,14.49,78.26,69.42
chair/chair_0899.ply,1_front,1,320.30,5.30,1.52,1.17,2.66,1.87
chair/chair_0851.ply,1_front,1,267.27,2.73,11.32,1.35,5.13,4.41
glass_box/glass_box_0002.ply,4_fronts,4,55.96,45.14,1.99,1.49,16.21,20.46
chair/chair_0176.ply,1_front,1,101.43,11.43,22.84,0.60,11.62,9.08
chair/chair_0228.ply,1_front,1,75.83,14.17,4.37,6.38,8.31,4.23
chair/chair_0234.ply,1_front,1,123.44,11.56,5.63,2.40,6.53,3.80
bathtub/bathtub_0140.ply,2_fronts,2,247.50,78.75,89.44,4.94,57.71,37.57
chair/chair_0082.ply,1_front,1,307.05,7.95,18.92,0.19,9.02,7.68
glass_box/glass_box_0145.ply,4_fronts,4,181.95,34.72,0.57,0.16,11.82,16.20
bathtub/bathtub_0143.ply,2_fronts,2,90.40,78.75,88.88,2.53,56.72,38.54
chair/chair_0067.ply,1_front,1,326.94,11.94,2.89,0.76,5.20,4.84
chair/chair_0509.ply,1_front,1,18.29,4.21,2.99,3.92,3.71,0.52
airplane/airplane_0211.ply,1_front,1,228.34,3.34,11.05,131.14,48.51,58.51
bookshelf/bookshelf_0276.ply,2_fronts,2,298.57,84.82,89.57,0.42,58.27,40.95
bookshelf/bookshelf_0007.ply,1_front,1,15.87,6.63,14.42,13.77,11.61,3.53
chair/chair_0170.ply,1_front,1,120.08,14.92,12.03,12.40,13.12,1.28
bookshelf/bookshelf_0119.ply,1_front,1,47.10,177.90,46.76,29.61,84.76,66.24
bench/bench_0006.ply,2_fronts,2,352.73,86.02,88.36,2.24,58.87,40.06
bench/bench_0103.ply,1_front,1,58.17,9.33,1.75,171.82,60.97,78.45
glass_box/glass_box_0205.ply,4_fronts,4,159.06,1.56,2.10,2.46,2.04,0.37
bench/bench_0048.ply,1_front,1,254.04,6.54,12.62,178.88,66.01,79.85
glass_box/glass_box_0110.ply,4_fronts,4,201.93,39.38,31.78,3.31,24.82,15.52
wardrobe/wardrobe_0072.ply,2_fronts,2,40.27,83.48,69.99,3.71,52.39,34.86
glass_box/glass_box_0132.ply,4_fronts,4,340.22,2.72,0.71,3.76,2.40,1.27
bookshelf/bookshelf_0135.ply,2_fronts,2,248.77,78.75,88.00,6.47,57.74,36.45
bookshelf/bookshelf_0137.ply,1_front,1,53.66,8.66,12.29,10.99,10.65,1.50
chair/chair_0606.ply,1_front,1,12.97,9.53,4.89,2.99,5.80,2.75
chair/chair_0671.ply,1_front,1,132.92,24.58,73.97,7.75,35.43,28.10
chair/chair_0725.ply,1_front,1,198.91,3.59,3.46,0.32,2.46,1.51
chair/chair_0203.ply,1_front,1,154.72,2.78,4.65,3.58,3.67,0.77
glass_box/glass_box_0149.ply,4_fronts,4,15.06,24.32,2.59,2.88,9.93,10.18
glass_box/glass_box_0044.ply,4_fronts,4,131.27,20.60,3.59,0.28,8.16,8.90
wardrobe/wardrobe_0008.ply,1_front,1,335.91,20.91,1.14,2.58,8.21,9.00
chair/chair_0069.ply,1_front,1,349.99,10.01,1.61,4.60,5.41,3.48
chair/chair_0603.ply,1_front,1,14.36,8.14,7.64,1.88,5.89,2.84
chair/chair_0153.ply,1_front,1,128.81,28.69,77.11,10.40,38.73,28.15
bookshelf/bookshelf_0152.ply,1_front,1,245.54,1.96,15.80,177.48,65.08,79.68
bookshelf/bookshelf_0187.ply,2_fronts,2,240.10,78.75,81.47,2.68,54.30,36.52
chair/chair_0035.ply,1_front,1,127.32,7.68,5.39,1.61,4.89,2.50
bench/bench_0009.ply,2_fronts,2,201.56,78.75,87.46,1.08,55.76,38.83
chair/chair_0544.ply,1_front,1,314.90,0.10,23.72,1.96,8.59,10.72
chair/chair_0807.ply,1_front,1,350.58,9.42,2.65,2.21,4.76,3.30
bookshelf/bookshelf_0190.ply,2_fronts,2,269.81,78.75,86.87,1.82,55.81,38.32
bookshelf/bookshelf_0026.ply,2_fronts,2,333.27,82.98,79.61,1.06,54.55,37.85
chair/chair_0931.ply,1_front,1,85.23,4.77,3.80,2.77,3.78,0.82
bathtub/bathtub_0058.ply,2_fronts,2,58.50,87.75,89.11,4.90,60.59,39.38
chair/chair_0175.ply,1_front,1,287.96,17.96,19.20,0.46,12.54,8.56
chair/chair_0932.ply,1_front,1,63.74,26.26,7.35,32.62,22.08,10.73
airplane/airplane_0187.ply,1_front,1,148.43,13.43,22.70,77.34,37.82,28.20
chair/chair_0868.ply,1_front,1,64.57,2.93,23.22,2.19,9.44,9.74
airplane/airplane_0093.ply,1_front,1,332.82,4.68,13.67,101.81,40.05,43.82
bathtub/bathtub_0114.ply,1_front,1,281.66,11.66,22.34,179.03,71.01,76.51
bookshelf/bookshelf_0188.ply,1_front,1,148.22,9.28,5.51,57.63,24.14,23.73
chair/chair_0689.ply,1_front,1,241.17,16.17,16.49,0.21,10.96,7.60
chair/chair_0209.ply,1_front,1,264.62,5.38,7.65,1.10,4.71,2.72
chair/chair_0414.ply,1_front,1,89.34,0.66,1.19,3.14,1.66,1.07
glass_box/glass_box_0238.ply,4_fronts,4,57.31,43.94,1.07,0.12,15.04,20.44
bookshelf/bookshelf_0014.ply,1_front,1,252.46,4.96,21.89,174.41,67.08,76.20
chair/chair_0373.ply,1_front,1,137.72,177.28,33.56,6.00,72.28,75.10
wardrobe/wardrobe_0073.ply,2_fronts,2,13.94,87.31,46.67,0.69,44.89,35.39
chair/chair_0290.ply,1_front,1,169.45,10.55,5.73,3.10,6.46,3.09
chair/chair_0617.ply,1_front,1,71.85,4.35,35.60,13.54,17.83,13.11
wardrobe/wardrobe_0084.ply,2_fronts,2,330.64,78.75,50.90,1.21,43.62,32.07
airplane/airplane_0217.ply,1_front,1,125.88,170.88,9.58,9.44,63.30,76.07
bench/bench_0168.ply,2_fronts,2,295.39,78.75,86.85,1.56,55.72,38.44
wardrobe/wardrobe_0055.ply,1_front,1,313.68,1.32,15.43,139.02,51.92,61.85
chair/chair_0322.ply,1_front,1,80.25,12.75,31.34,3.15,15.75,11.70
bathtub/bathtub_0018.ply,2_fronts,2,237.61,78.75,89.40,4.54,57.57,37.74
chair/chair_0754.ply,1_front,1,143.45,8.45,16.37,15.98,13.60,3.65
chair/chair_0054.ply,1_front,1,100.30,10.30,0.85,2.43,4.53,4.13
