file,category,k,rotation_deg,d16a_error,mf_error,p2v2_error,mean_error,std_error
chair/chair_0578.ply,1_front,1,282.01,169.51,173.45,175.50,172.82,2.48
chair/chair_0350.ply,1_front,1,238.27,103.27,117.25,118.86,113.13,7.00
bookshelf/bookshelf_0069.ply,1_front,1,175.20,4.80,61.62,152.75,73.06,60.94
bookshelf/bookshelf_0242.ply,2_fronts,2,68.36,78.75,87.76,43.72,70.08,18.99
bench/bench_0124.ply,1_front,1,78.37,34.13,25.52,30.59,30.08,3.53
chair/chair_0474.ply,1_front,1,21.05,43.55,45.68,43.35,44.19,1.05
chair/chair_0167.ply,1_front,1,264.87,174.87,160.52,168.69,168.02,5.88
chair/chair_0866.ply,1_front,1,21.94,66.94,32.77,48.72,49.48,13.96
bookshelf/bookshelf_0273.ply,1_front,1,112.90,134.60,138.56,43.66,105.61,43.83
glass_box/glass_box_0027.ply,4_fronts,4,18.05,40.55,30.82,40.13,37.17,4.49
chair/chair_0959.ply,1_front,1,171.64,8.36,14.66,17.36,13.46,3.77
glass_box/glass_box_0248.ply,4_fronts,4,330.98,36.11,23.55,30.34,30.00,5.14
glass_box/glass_box_0242.ply,4_fronts,4,191.21,33.75,21.63,24.23,26.54,5.21
bathtub/bathtub_0149.ply,2_fronts,2,20.48,78.75,88.28,40.75,69.26,20.53
bench/bench_0142.ply,1_front,1,182.82,177.18,5.93,170.96,118.02,79.30
bench/bench_0108.ply,2_fronts,2,306.48,78.75,89.06,72.91,80.24,6.68
bench/bench_0058.ply,2_fronts,2,24.67,78.75,86.47,51.76,72.32,14.88
bookshelf/bookshelf_0122.ply,1_front,1,24.47,133.03,68.08,55.62,85.58,33.94
bench/bench_0051.ply,2_fronts,2,310.25,78.75,59.82,82.02,73.53,9.79
glass_box/glass_box_0163.ply,4_fronts,4,145.36,33.75,68.44,22.54,41.58,19.54
chair/chair_0797.ply,1_front,1,338.97,43.53,31.89,46.50,40.64,6.30
airplane/airplane_0135.ply,1_front,1,205.08,47.58,50.14,19.33,39.02,13.96
bookshelf/bookshelf_0081.ply,1_front,1,208.41,50.91,72.50,112.79,78.73,25.64
chair/chair_0770.ply,1_front,1,14.31,36.81,25.60,33.98,32.13,4.76
bookshelf/bookshelf_0197.ply,2_fronts,2,29.51,78.75,84.03,62.73,75.17,9.06
glass_box/glass_box_0237.ply,4_fronts,4,236.65,39.38,23.02,23.20,28.53,7.67
wardrobe/wardrobe_0070.ply,2_fronts,2,203.48,89.02,63.96,52.15,68.38,15.37
chair/chair_0281.ply,1_front,1,113.89,133.61,174.32,125.12,144.35,21.47
glass_box/glass_box_0200.ply,4_fronts,4,93.88,32.00,7.75,8.19,15.98,11.33
chair/chair_0806.ply,1_front,1,241.10,106.10,124.67,121.22,117.33,8.06
airplane/airplane_0068.ply,1_front,1,113.11,134.39,148.76,60.29,114.48,38.77
bookshelf/bookshelf_0216.ply,1_front,1,95.62,174.38,165.12,166.44,168.64,4.09
chair/chair_0927.ply,1_front,1,47.12,92.12,85.29,96.96,91.46,4.79
airplane/airplane_0210.ply,1_front,1,232.38,97.38,102.55,177.52,125.82,36.62
airplane/airplane_0181.ply,1_front,1,164.60,37.90,29.54,112.49,59.97,37.29
chair/chair_0826.ply,1_front,1,334.45,131.95,156.81,52.26,113.67,44.60
chair/chair_0217.ply,1_front,1,336.86,45.64,38.93,50.26,44.94,4.65
bathtub/bathtub_0088.ply,2_fronts,2,3.35,78.75,89.39,6.98,58.37,36.60
chair/chair_0127.ply,4_fronts,4,223.62,67.50,88.01,0.67,52.06,37.29
chair/chair_0545.ply,1_front,1,202.68,45.18,38.35,40.22,41.25,2.88
chair/chair_0976.ply,1_front,1,35.99,80.99,78.20,71.91,77.04,3.80
bookshelf/bookshelf_0107.ply,2_fronts,2,193.55,78.75,88.10,32.54,66.46,24.29
chair/chair_0784.ply,1_front,1,182.12,2.12,6.89,4.52,4.51,1.95
chair/chair_0088.ply,1_front,1,47.68,115.18,92.96,97.26,101.80,9.62
bench/bench_0036.ply,2_fronts,2,125.64,78.75,88.76,72.10,79.87,6.85
chair/chair_0283.ply,1_front,1,24.76,47.26,51.51,52.32,50.37,2.22
chair/chair_0685.ply,1_front,1,87.94,177.94,175.22,173.44,175.53,1.85
chair/chair_0095.ply,1_front,1,102.60,77.40,146.30,161.88,128.53,36.71
airplane/airplane_0142.ply,1_front,1,157.75,44.75,43.10,31.83,39.89,5.75
flower_pot/flower_pot_0010.ply,4_fronts,4,195.56,39.38,66.57,33.91,46.62,14.28
bench/bench_0033.ply,2_fronts,2,108.91,78.75,89.05,39.05,68.95,21.56
airplane/airplane_0097.ply,1_front,1,354.19,16.69,161.55,174.12,117.45,71.43
glass_box/glass_box_0250.ply,4_fronts,4,290.56,55.28,67.82,44.85,55.98,9.39
bench/bench_0175.ply,2_fronts,2,190.42,78.75,89.83,25.39,64.66,28.13
bench/bench_0065.ply,1_front,1,240.43,52.07,77.10,85.28,71.48,14.13
bench/bench_0037.ply,2_fronts,2,199.66,78.75,89.24,44.04,70.68,19.32
airplane/airplane_0034.ply,1_front,1,335.43,47.07,49.12,5.88,34.02,19.92
airplane/airplane_0061.ply,1_front,1,37.29,97.71,71.37,73.38,80.82,11.97
bookshelf/bookshelf_0249.ply,1_front,1,316.13,88.87,90.67,91.62,90.39,1.14
airplane/airplane_0076.ply,1_front,1,95.21,5.21,150.01,164.47,106.56,71.91
chair/chair_0899.ply,1_front,1,320.30,84.70,79.30,79.56,81.19,2.49
chair/chair_0851.ply,1_front,1,267.27,177.27,162.04,177.53,172.28,7.24
glass_box/glass_box_0002.ply,4_fronts,4,55.96,50.48,29.75,23.70,34.64,11.47
chair/chair_0176.ply,1_front,1,101.43,168.57,129.43,157.31,151.77,16.45
chair/chair_0228.ply,1_front,1,75.83,165.83,150.61,148.27,154.90,7.79
chair/chair_0234.ply,1_front,1,123.44,124.06,106.52,112.24,114.28,7.30
bathtub/bathtub_0140.ply,2_fronts,2,247.50,78.75,87.61,48.56,71.64,16.71
chair/chair_0082.ply,1_front,1,307.05,97.95,113.04,104.32,105.10,6.18
glass_box/glass_box_0145.ply,4_fronts,4,181.95,39.38,7.80,2.80,16.66,16.19
bathtub/bathtub_0143.ply,2_fronts,2,90.40,79.15,88.70,0.21,56.02,39.65
chair/chair_0067.ply,1_front,1,326.94,78.06,65.97,69.34,71.13,5.10
chair/chair_0509.ply,1_front,1,18.29,139.21,38.49,36.39,71.36,47.98
airplane/airplane_0211.ply,1_front,1,228.34,93.34,106.40,32.54,77.43,32.19
bookshelf/bookshelf_0276.ply,2_fronts,2,298.57,51.07,88.92,56.95,65.64,16.63
bookshelf/bookshelf_0007.ply,1_front,1,15.87,164.13,31.05,41.17,78.78,60.49
chair/chair_0170.ply,1_front,1,120.08,127.42,134.85,122.72,128.33,4.99
bookshelf/bookshelf_0119.ply,1_front,1,47.10,87.90,173.35,132.10,131.12,34.89
bench/bench_0006.ply,2_fronts,2,352.73,78.75,89.13,15.42,61.10,32.58
bench/bench_0103.ply,1_front,1,58.17,125.67,96.92,32.82,85.14,38.81
glass_box/glass_box_0205.ply,4_fronts,4,159.06,43.44,41.51,43.70,42.88,0.98
bench/bench_0048.ply,1_front,1,254.04,141.54,156.17,36.17,111.29,53.46
glass_box/glass_box_0110.ply,4_fronts,4,201.93,39.38,22.92,43.32,35.21,8.83
wardrobe/wardrobe_0072.ply,2_fronts,2,40.27,78.75,43.42,84.09,68.75,18.04
glass_box/glass_box_0132.ply,4_fronts,4,340.22,42.28,41.78,42.37,42.14,0.26
bookshelf/bookshelf_0135.ply,2_fronts,2,248.77,78.75,88.50,40.54,69.26,20.70
bookshelf/bookshelf_0137.ply,1_front,1,53.66,98.66,112.10,118.42,109.73,8.24
chair/chair_0606.ply,1_front,1,12.97,35.47,19.68,33.82,29.66,7.09
chair/chair_0671.ply,1_front,1,132.92,92.08,156.88,108.26,119.07,27.54
chair/chair_0725.ply,1_front,1,198.91,41.41,37.32,37.59,38.77,1.87
chair/chair_0203.ply,1_front,1,154.72,47.78,57.05,53.37,52.73,3.81
glass_box/glass_box_0149.ply,4_fronts,4,15.06,37.56,28.18,35.49,33.74,4.02
glass_box/glass_box_0044.ply,4_fronts,4,131.27,3.73,10.24,7.93,7.30,2.70
wardrobe/wardrobe_0008.ply,1_front,1,335.91,46.59,44.29,48.62,46.50,1.77
chair/chair_0069.ply,1_front,1,349.99,10.01,17.52,22.42,16.65,5.11
chair/chair_0603.ply,1_front,1,14.36,36.86,28.71,32.62,32.73,3.33
chair/chair_0153.ply,1_front,1,128.81,96.19,51.18,105.88,84.42,23.83
bookshelf/bookshelf_0152.ply,1_front,1,245.54,133.04,147.49,44.13,108.22,45.70
bookshelf/bookshelf_0187.ply,2_fronts,2,240.10,78.75,86.11,57.87,74.24,11.96
chair/chair_0035.ply,1_front,1,127.32,120.18,105.41,105.03,110.21,7.05
bench/bench_0009.ply,2_fronts,2,201.56,78.75,89.71,44.35,70.93,19.33
chair/chair_0544.ply,1_front,1,314.90,90.10,58.19,89.96,79.42,15.01
chair/chair_0807.ply,1_front,1,350.58,9.42,6.01,15.09,10.17,3.74
bookshelf/bookshelf_0190.ply,2_fronts,2,269.81,78.75,89.10,13.02,60.29,33.69
bookshelf/bookshelf_0026.ply,2_fronts,2,333.27,78.75,89.59,59.39,75.91,12.49
chair/chair_0931.ply,1_front,1,85.23,175.23,164.27,166.18,168.56,4.78
bathtub/bathtub_0058.ply,2_fronts,2,58.50,78.75,88.41,61.80,76.32,11.00
chair/chair_0175.ply,1_front,1,287.96,162.04,154.50,143.54,153.36,7.60
chair/chair_0932.ply,1_front,1,63.74,131.24,127.70,144.35,134.43,7.16
airplane/airplane_0187.ply,1_front,1,148.43,103.43,48.95,171.17,107.85,49.99
chair/chair_0868.ply,1_front,1,64.57,132.07,114.25,127.23,124.52,7.52
airplane/airplane_0093.ply,1_front,1,332.82,49.68,40.35,22.68,37.57,11.20
bathtub/bathtub_0114.ply,1_front,1,281.66,168.34,109.27,27.96,101.86,57.55
bookshelf/bookshelf_0188.ply,1_front,1,148.22,54.28,76.54,118.94,83.25,26.82
chair/chair_0689.ply,1_front,1,241.17,128.67,133.74,122.88,128.43,4.44
chair/chair_0209.ply,1_front,1,264.62,152.12,164.64,171.96,162.91,8.19
chair/chair_0414.ply,1_front,1,89.34,179.34,177.29,177.00,177.87,1.04
glass_box/glass_box_0238.ply,4_fronts,4,57.31,33.75,21.62,22.87,26.08,5.45
bookshelf/bookshelf_0014.ply,1_front,1,252.46,139.96,171.13,31.62,114.24,59.79
chair/chair_0373.ply,1_front,1,137.72,115.22,56.76,89.61,87.20,23.92
wardrobe/wardrobe_0073.ply,2_fronts,2,13.94,36.44,48.38,29.99,38.27,7.62
chair/chair_0290.ply,1_front,1,169.45,10.55,16.60,25.33,17.49,6.07
chair/chair_0617.ply,1_front,1,71.85,40.65,172.62,135.39,116.22,55.55
wardrobe/wardrobe_0084.ply,2_fronts,2,330.64,83.14,21.21,58.78,54.38,25.47
airplane/airplane_0217.ply,1_front,1,125.88,80.88,105.89,134.94,107.24,22.09
bench/bench_0168.ply,2_fronts,2,295.39,78.75,88.30,50.08,72.38,16.24
wardrobe/wardrobe_0055.ply,1_front,1,313.68,91.32,86.11,142.04,106.49,25.23
chair/chair_0322.ply,1_front,1,80.25,147.75,142.77,151.49,147.34,3.57
bathtub/bathtub_0018.ply,2_fronts,2,237.61,78.75,86.12,68.43,77.77,7.26
chair/chair_0754.ply,1_front,1,143.45,81.55,74.80,89.48,81.94,6.00
chair/chair_0054.ply,1_front,1,100.30,147.20,162.04,161.42,156.89,6.85
