file,K,symmetry_name,front_direction,aligned,needs_correction,rotation_needed
airplane/airplane_0164.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0165.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
airplane/airplane_0166.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0167.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0168.ply,1,1个正面,+Z,NO,YES,绕Y轴旋转180°
airplane/airplane_0169.ply,1,1个正面,+Z,NO,YES,绕Y轴旋转180°
airplane/airplane_0170.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0171.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
airplane/airplane_0172.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0173.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
airplane/airplane_0174.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0175.ply,1,1个正面,+Z,NO,YES,绕Y轴旋转180°
airplane/airplane_0176.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0177.ply,1,1个正面,+Z,NO,YES,绕Y轴旋转180°
airplane/airplane_0178.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0179.ply,1,1个正面,OBLIQUE,NO,YES,未知方向
airplane/airplane_0180.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0181.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0182.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0183.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0184.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
airplane/airplane_0185.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0186.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0187.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0188.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
airplane/airplane_0189.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0190.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
airplane/airplane_0191.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0192.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0193.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0195.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0196.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0197.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0199.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0200.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0201.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0202.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0203.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0204.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
airplane/airplane_0205.ply,1,1个正面,+Z,NO,YES,绕Y轴旋转180°
airplane/airplane_0206.ply,1,1个正面,-Z,YES,NO,无需旋转（已对齐）
bathtub/bathtub_0001.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0002.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0003.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0004.ply,2,2个正面,MULTI,NO,YES,未知方向
bathtub/bathtub_0005.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0006.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0007.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0008.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0009.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0010.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0011.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0012.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0013.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0014.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0015.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0016.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0017.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0018.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0019.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0020.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0021.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0022.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0023.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0024.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0025.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0026.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0027.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0028.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0029.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0030.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0031.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0032.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0033.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0034.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0035.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0036.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0037.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0038.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0039.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0040.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0041.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0042.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0043.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0044.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0045.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0046.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0047.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0048.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0049.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0050.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0051.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0052.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0053.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0054.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0055.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0056.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0057.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0058.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0059.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0060.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0061.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0062.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0063.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0064.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0065.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0066.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0067.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0068.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0069.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0070.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0071.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0072.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0073.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0074.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0075.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0076.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0077.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0078.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0079.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0080.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0081.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0082.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0083.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0084.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0085.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0086.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0087.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0088.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0089.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0090.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0091.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0092.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0093.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0094.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0095.ply,2,2个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0096.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0097.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0098.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0099.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0100.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0101.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0102.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0103.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0104.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0105.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0106.ply,1,1个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0107.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0108.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0109.ply,1,1个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0110.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0111.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0112.ply,2,2个正面,+X,NO,YES,绕Y轴旋转-90°
bathtub/bathtub_0113.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0114.ply,1,1个正面,-X,NO,YES,绕Y轴旋转+90°
bathtub/bathtub_0115.ply,1,1个正面,OBLIQUE,NO,YES,未知方向
bathtub/bathtub_0116.ply,2,2个正面,-X,NO,YES,绕Y轴旋转+90°
